invoice_id,Customer_Name,industry,country,company_size,customer_type,contract_type,amount,days_to_due,days_late,past_due_ratio,profit_margin_trend,cash_flow_status,recent_loan_applications,credit_hold_history,industry_payment_benchmark,economic_health_index,late_payment
1696,BrightWave Finance,Manufacturing,IN,Large,Returning,Project-based,5489.4,15,12,0.11,Stable,Negative,0,FALSE,0.81,0.16,0
1697,MediAid Clinics,Education,IE,Large,New,Recurring,4301.81,15,42,0.83,Declining,Positive,0,TRUE,0.69,0.71,1
1698,NovaFoods,Retail,UK,Small,Returning,Recurring,513.19,15,40,0.54,Improving,Negative,4,FALSE,0.74,0.69,1
1699,CloudNova,Finance,PK,Small,New,One-time,1949.72,60,23,0.72,Stable,Positive,3,TRUE,0.78,0.74,0
1700,ClearPath Consulting,Healthcare,US,Small,Returning,Project-based,3827.25,45,55,0.7,Improving,Negative,4,TRUE,0.88,-0.5,1
1701,PowerGrid Utilities,Healthcare,DE,Small,New,Project-based,6352.81,60,41,0.84,Improving,Negative,4,FALSE,0.43,-0.07,1
1702,CityHealth Hospitals,IT Services,PK,Large,New,One-time,1445.66,60,58,0.32,Improving,Positive,4,TRUE,0.47,-0.64,1
1703,BioEdge Pharma,Finance,UK,Large,Returning,Project-based,7863.63,45,56,0.92,Improving,Negative,4,TRUE,0.34,-0.61,1
1704,TechNova Ltd,IT Services,UK,Medium,Returning,Project-based,2160.22,15,22,0.27,Stable,Positive,5,TRUE,0.78,-0.93,0
1705,QuickServe Delivery,Manufacturing,PK,Small,Returning,Recurring,9926.7,30,71,0.6,Declining,Negative,1,TRUE,0.32,-0.38,1
1706,CloudWorks Ltd,Healthcare,IE,Small,New,Project-based,7553.48,45,52,0.97,Improving,Positive,5,TRUE,0.45,0.16,1
1707,AeroLink Technologies,Healthcare,FR,Large,New,Project-based,8146.94,45,56,0.86,Declining,Positive,3,TRUE,0.41,0.25,1
1708,EuroTrade Exporters,Finance,IE,Large,Returning,One-time,7842.59,60,60,0.52,Stable,Negative,0,TRUE,0.42,-0.93,1
1709,IronClad Metals,IT Services,US,Small,New,Project-based,8630.21,60,44,0.15,Improving,Negative,0,TRUE,0.67,0.35,1
1710,PureBuild Construction,Construction,UK,Medium,Returning,Project-based,3940.92,30,31,0.97,Stable,Positive,5,FALSE,0.65,-0.7,1
1711,MetroLine Construction,Finance,PK,Medium,New,One-time,7320.14,15,18,0.58,Improving,Positive,4,FALSE,0.75,0.04,0
1712,SafeGuard Security,IT Services,DE,Small,Returning,One-time,5124.75,30,40,0.86,Stable,Negative,3,FALSE,0.32,1,1
1713,NovaFoods,Finance,PK,Large,New,Recurring,8857.75,60,51,0.75,Improving,Negative,3,TRUE,0.55,-0.31,1
1714,BrightLine Transport,IT Services,FR,Small,Returning,Project-based,6292.57,30,41,0.93,Declining,Positive,5,TRUE,0.56,-0.99,1
1715,SkyVision Telecom,IT Services,PK,Large,New,One-time,5813.52,60,19,0.27,Improving,Negative,5,TRUE,0.66,-0.13,0
1716,EduPrime,Healthcare,US,Medium,Returning,Recurring,7619.59,45,48,0.25,Declining,Negative,4,TRUE,0.36,-0.14,1
1717,MediCore Systems,Retail,PK,Small,Returning,One-time,6283.72,30,45,0.94,Stable,Negative,2,FALSE,0.86,0.14,1
1718,Zenith Logistics,Healthcare,DE,Small,Returning,Project-based,1626.44,30,42,0.36,Declining,Positive,1,TRUE,0.67,0.5,1
1719,BioEdge Pharma,Retail,US,Medium,Returning,One-time,8335.25,30,44,0.73,Stable,Positive,2,FALSE,0.42,-0.16,1
1720,HealthHub Clinics,Healthcare,US,Medium,New,Project-based,7364.85,15,26,0.63,Improving,Positive,0,FALSE,0.43,-0.42,0
1721,StreamTech,Healthcare,DE,Large,Returning,One-time,9128.83,60,8,0.34,Stable,Negative,3,FALSE,0.51,-0.2,0
1722,AgroFresh Farms,Manufacturing,DE,Medium,New,Recurring,7781.84,45,38,0.39,Stable,Negative,2,TRUE,0.64,0.61,1
1723,AgroFresh Farms,IT Services,DE,Small,New,Project-based,7060.19,15,26,0.42,Stable,Negative,5,TRUE,0.64,0.18,0
1724,MegaMart Group,Construction,US,Large,Returning,Recurring,8420.09,15,49,0.72,Declining,Positive,4,TRUE,0.75,-0.02,1
1725,AutoDrive Technologies,IT Services,UK,Small,Returning,Project-based,1515.84,30,62,0.82,Improving,Negative,1,FALSE,0.57,-0.5,1
1726,MegaMart Group,IT Services,IN,Large,New,Recurring,8739.69,60,31,0.2,Declining,Positive,1,TRUE,0.84,0.57,1
1727,FinEdge Corp,Education,US,Large,Returning,Recurring,7032.41,30,25,0.84,Improving,Positive,4,FALSE,0.51,0.83,0
1728,Globo Retail,Manufacturing,DE,Small,New,Recurring,9796.65,30,23,0.7,Stable,Positive,4,TRUE,0.53,0.76,0
1729,EduPro Learning,Construction,FR,Medium,Returning,Project-based,9812.47,30,40,0.23,Improving,Negative,0,TRUE,0.52,0.59,1
1730,SmartBuy Retailers,Retail,IE,Medium,Returning,Project-based,2818.86,60,50,0.56,Declining,Negative,3,FALSE,0.7,0.72,1
1731,IronClad Metals,Retail,IN,Medium,New,One-time,8963.16,30,34,0.02,Stable,Positive,4,TRUE,0.63,0.24,1
1732,EcoPlus Packaging,Healthcare,UK,Medium,Returning,Project-based,7270.24,60,44,0.08,Stable,Negative,4,FALSE,0.64,0.75,1
1733,BuildWell Inc,Construction,DE,Large,Returning,Project-based,2901.24,15,11,0.51,Stable,Positive,3,FALSE,0.3,0.96,0
1734,BlueSky Airlines,Construction,IE,Large,Returning,Project-based,4073.68,60,33,0.26,Improving,Negative,1,FALSE,0.43,0.63,1
1735,HealthPlus Pharma,Construction,IE,Large,Returning,Project-based,95.12,15,31,1,Stable,Positive,4,TRUE,0.87,0.73,1
1736,SmartBuy Retailers,Manufacturing,IN,Large,New,Project-based,6018.38,15,53,0.69,Stable,Negative,3,TRUE,0.57,-0.51,1
1737,BrightLine Transport,Manufacturing,DE,Small,New,Recurring,5687.51,45,28,0.13,Stable,Negative,1,TRUE,0.68,0.74,0
1738,QuickNet Communications,Retail,US,Small,Returning,Project-based,4646.12,30,30,0.15,Stable,Positive,2,TRUE,0.51,-0.7,0
1739,BuildWell Inc,Education,DE,Large,Returning,Project-based,8632.35,60,36,0.18,Improving,Negative,3,FALSE,0.82,0.18,1
1740,TradeLink Exports,Manufacturing,FR,Large,New,Project-based,6341,30,42,0.78,Improving,Positive,0,TRUE,0.35,-0.7,1
1741,BioEdge Pharma,Retail,UK,Medium,New,Project-based,8025.44,45,39,0.69,Stable,Negative,5,FALSE,0.89,0.48,1
1742,NextGen IT,Education,UK,Small,Returning,One-time,581.61,45,25,0.66,Declining,Positive,0,FALSE,0.71,-0.61,0
1743,EuroTrade Exporters,Retail,UK,Small,New,Project-based,1893.15,60,45,0.9,Improving,Negative,2,FALSE,0.45,0.78,1
1744,IronClad Metals,Manufacturing,IN,Large,Returning,Recurring,3620.38,60,20,0.76,Improving,Positive,0,FALSE,0.46,-0.97,0
1745,FreshMart Foods,Construction,FR,Large,Returning,Project-based,5338.18,45,58,0.86,Improving,Positive,0,FALSE,0.63,-0.31,1
1746,MediCore Systems,Manufacturing,FR,Large,Returning,Recurring,2871.27,60,32,0.14,Stable,Positive,2,TRUE,0.31,-0.43,1
1747,GreenWorks Ltd,Manufacturing,IN,Large,Returning,Project-based,6136.25,45,26,0.09,Declining,Negative,2,TRUE,0.45,0.12,0
1748,DataCore Technologies,Construction,UK,Medium,Returning,Recurring,5014.18,30,65,0.23,Declining,Negative,3,TRUE,0.64,0.66,1
1749,Omega Manufacturing,Retail,IN,Large,Returning,Recurring,9215.08,15,61,0.92,Stable,Negative,0,FALSE,0.5,-0.5,1
1750,BluePeak Insurance,Construction,DE,Medium,New,Project-based,258.37,30,8,0.2,Stable,Positive,1,FALSE,0.38,-0.8,0
1751,QuickNet Communications,Retail,IE,Medium,New,One-time,978.58,15,19,0.1,Declining,Positive,5,FALSE,0.39,0.88,0
1752,BluePeak Insurance,IT Services,IN,Medium,New,Recurring,3156.07,60,16,0,Stable,Positive,5,FALSE,0.41,0,0
1753,BioPure Chemicals,Construction,UK,Small,New,One-time,6109.92,30,51,0.62,Improving,Negative,5,FALSE,0.49,0.08,1
1754,SkyWare Systems,Healthcare,IN,Large,New,Recurring,8068.68,15,0,0.06,Improving,Positive,5,FALSE,0.59,-0.47,0
1755,SmartEdge Security,Education,FR,Large,Returning,One-time,5511,45,33,0.77,Improving,Positive,0,TRUE,0.54,-0.84,1
1756,AutoParts Depot,Construction,IE,Large,Returning,One-time,8688.2,30,23,0.66,Improving,Positive,0,FALSE,0.76,0.71,0
1757,MegaMart Group,Manufacturing,IE,Small,Returning,Project-based,8565.66,30,87,0.8,Declining,Negative,0,TRUE,0.6,-0.44,1
1758,AutoMotion,Construction,UK,Medium,Returning,One-time,7839.4,30,50,0.92,Declining,Positive,0,FALSE,0.31,-0.76,1
1759,NovaCom IT,Retail,UK,Small,Returning,One-time,7891.77,60,50,0.66,Stable,Negative,0,FALSE,0.65,0.46,1
1760,MobiLink,Construction,PK,Large,New,Recurring,3120.81,30,39,0.39,Declining,Positive,5,TRUE,0.31,-0.14,1
1761,RetailVerse,Construction,IE,Large,New,One-time,4732.34,45,41,0.97,Stable,Negative,0,FALSE,0.78,0.22,1
1762,AgriFlow,Education,FR,Small,Returning,Project-based,1383.94,15,58,0.45,Stable,Negative,1,TRUE,0.49,0.33,1
1763,AgriFlow,Finance,IE,Small,Returning,One-time,5678.06,15,51,0.62,Improving,Negative,1,FALSE,0.3,-0.71,1
1764,SoftCore IT,Finance,IE,Small,New,Project-based,7817.35,15,50,0.99,Stable,Positive,3,TRUE,0.69,0.83,1
1765,FlowNet Systems,Finance,PK,Large,Returning,One-time,4315.11,30,29,0.72,Stable,Positive,3,FALSE,0.37,0.9,0
1766,QuickServe Delivery,Education,IE,Small,New,Recurring,9735.91,15,36,0.48,Stable,Negative,2,FALSE,0.37,-0.01,1
1767,BrightLine Transport,Retail,US,Large,New,One-time,1660.09,30,27,0.47,Stable,Positive,5,FALSE,0.37,0.06,0
1768,AeroLink Technologies,Retail,US,Small,Returning,Project-based,2087.54,60,48,0.06,Declining,Negative,4,TRUE,0.31,-0.95,1
1769,SkyHigh Builders,Finance,PK,Small,Returning,Project-based,1706.92,15,28,0.68,Improving,Positive,4,FALSE,0.68,0.5,0
1770,FlowNet Systems,Retail,IN,Large,Returning,One-time,9474.23,15,17,0.2,Stable,Positive,2,FALSE,0.59,0.27,0
1771,DataBridge Analytics,Construction,PK,Large,Returning,One-time,6840.19,60,24,0.63,Stable,Positive,2,FALSE,0.66,0.82,0
1772,PayPro Financials,Education,IN,Medium,Returning,One-time,1342.2,45,45,0.43,Declining,Negative,4,FALSE,0.46,0.96,1
1773,DataSphere,Finance,FR,Medium,Returning,Project-based,7533.58,15,52,0.9,Declining,Positive,1,FALSE,0.48,-0.19,1
1774,SteelForge Manufacturing,Healthcare,PK,Medium,New,Project-based,7455.98,30,42,0.82,Declining,Positive,3,FALSE,0.37,0.22,1
1775,TransWorld Freight,Construction,PK,Small,Returning,Recurring,7022.52,15,54,0.86,Declining,Negative,2,TRUE,0.46,0.57,1
1776,NextLevel Consulting,Education,IN,Medium,New,Project-based,276.51,15,56,0.68,Declining,Negative,0,TRUE,0.46,-0.99,1
1777,MediCore Systems,Healthcare,UK,Medium,Returning,Recurring,2351.15,60,42,0.82,Declining,Positive,3,FALSE,0.84,0.79,1
1778,DataMatrix IT,Construction,PK,Large,New,Recurring,9858.37,45,68,0.92,Improving,Negative,1,TRUE,0.59,0.56,1
1779,SoftCore IT,Healthcare,UK,Medium,New,One-time,3016.26,45,42,0.55,Declining,Negative,2,FALSE,0.4,0.89,1
1780,DataCore Technologies,Retail,UK,Medium,Returning,One-time,4222.33,45,15,0.2,Improving,Negative,1,TRUE,0.56,0.43,0
1781,NextStep Consulting,Finance,IE,Large,New,Project-based,5016.01,30,18,0.38,Improving,Positive,1,FALSE,0.42,-0.34,0
1782,UrbanGrid Builders,Finance,US,Small,New,One-time,8846.1,15,38,0.03,Improving,Negative,1,TRUE,0.75,-0.38,1
1783,NovaEdge Digital,Finance,DE,Small,New,Project-based,9434.44,15,21,0.08,Stable,Positive,1,FALSE,0.89,-0.68,0
1784,MetroLine Construction,IT Services,IE,Large,Returning,Recurring,3021.91,15,54,0.55,Declining,Positive,5,TRUE,0.51,0.03,1
1785,SteelForge Manufacturing,Finance,PK,Medium,New,Project-based,6240.54,60,39,0.51,Stable,Negative,2,FALSE,0.82,0.94,1
1786,SkyHigh Builders,Education,PK,Large,Returning,Recurring,7896.48,30,50,0.32,Declining,Negative,0,FALSE,0.87,-0.72,1
1787,GreenWorks Ltd,Education,DE,Medium,New,One-time,5821.29,30,26,0.59,Declining,Positive,3,FALSE,0.47,-0.22,0
1788,BluePeak Insurance,Finance,IN,Small,New,Project-based,5866.48,60,44,0.55,Improving,Negative,1,FALSE,0.43,-0.1,1
1789,RetailVerse,Education,UK,Large,New,Project-based,7365.7,60,64,0.73,Declining,Negative,0,FALSE,0.42,0.78,1
1790,NanoCom Systems,Healthcare,DE,Small,Returning,One-time,1485.81,60,45,0.67,Improving,Positive,5,FALSE,0.87,0.45,1
1791,CloudWorks Ltd,Construction,DE,Small,New,Project-based,3772.24,30,4,0.01,Stable,Positive,1,FALSE,0.62,-0.5,0
1792,Oceanic Shipping,Healthcare,US,Medium,New,Project-based,3012.62,60,27,0.81,Improving,Positive,5,FALSE,0.39,0.27,0
1793,AgriSolutions,Education,UK,Large,New,Project-based,8998.08,30,39,0.86,Declining,Positive,4,TRUE,0.65,0.57,1
1794,SafeGuard Security,IT Services,US,Medium,Returning,One-time,3076.49,15,36,0.12,Stable,Positive,2,TRUE,0.87,0.2,1
1795,Oceanic Shipping,Retail,IE,Large,Returning,One-time,2378.18,45,25,0.25,Declining,Positive,3,FALSE,0.46,0.87,0
1796,VentureX Holdings,Finance,PK,Small,Returning,Recurring,9191.2,30,53,0.33,Stable,Negative,0,TRUE,0.67,0.94,1
1797,DataCore Technologies,IT Services,FR,Large,New,Project-based,6676.37,60,27,0.1,Stable,Negative,2,TRUE,0.4,-0.89,0
1798,UrbanGrid Builders,Finance,PK,Medium,Returning,Project-based,8006.96,45,51,0.74,Stable,Positive,1,TRUE,0.52,0.93,1
1799,AgroFresh Farms,Manufacturing,IE,Medium,New,One-time,154.14,60,36,0.44,Stable,Positive,5,TRUE,0.32,-0.03,1
1800,CloudNova,Education,PK,Medium,New,One-time,1810.28,60,22,0.44,Declining,Positive,2,FALSE,0.8,0.76,0
1801,PayPro Financials,IT Services,IE,Small,New,One-time,2966.3,60,50,0.78,Stable,Negative,2,FALSE,0.32,0.6,1
1802,BuildMax Engineering,IT Services,DE,Small,Returning,One-time,564.38,60,39,0.43,Declining,Negative,1,FALSE,0.43,0.49,1
1803,BioLab Research,IT Services,UK,Medium,Returning,Project-based,2039.98,30,42,0.33,Stable,Negative,2,FALSE,0.41,-0.36,1
1804,EcoVision Solar,Education,PK,Medium,Returning,One-time,6926.87,60,40,0.67,Stable,Negative,4,TRUE,0.82,-0.97,1
1805,PeakFinance,Healthcare,FR,Medium,Returning,One-time,4534.71,15,30,0.01,Declining,Positive,3,FALSE,0.9,0.08,0
1806,NextStep Consulting,Education,PK,Small,Returning,Project-based,7176.36,15,36,0.85,Declining,Positive,4,FALSE,0.44,0.74,1
1807,QuantumSoft,Finance,IE,Small,New,One-time,6658.34,60,7,0.87,Improving,Positive,1,FALSE,0.42,-0.83,0
1808,BlueWave Analytics,Retail,FR,Small,New,One-time,696.72,15,61,0.93,Declining,Negative,2,FALSE,0.43,0.58,1
1809,SmartFinance Advisors,Healthcare,DE,Medium,Returning,Project-based,9885.82,30,67,0.58,Stable,Negative,4,FALSE,0.33,0.94,1
1810,BioPure Chemicals,IT Services,IE,Small,Returning,Project-based,953.83,45,45,0.38,Improving,Positive,2,TRUE,0.56,-0.67,1
1811,BrightEdge AI,Healthcare,PK,Large,Returning,One-time,5438.8,45,36,0.95,Stable,Positive,4,TRUE,0.34,0.74,1
1812,BuildMax Engineering,Education,FR,Small,Returning,One-time,1356.21,15,31,0.15,Stable,Negative,4,TRUE,0.76,-0.24,1
1813,UrbanGrid Builders,Healthcare,FR,Small,New,Project-based,985.16,60,21,0.18,Declining,Positive,0,TRUE,0.53,0.22,0
1814,IronClad Metals,Finance,PK,Large,Returning,Project-based,9613.02,60,83,0.85,Declining,Positive,1,TRUE,0.38,-0.2,1
1815,BlueSky Airlines,Healthcare,FR,Medium,New,One-time,769.29,45,50,0.33,Declining,Negative,4,TRUE,0.49,-0.11,1
1816,BioLab Research,Retail,IE,Medium,New,Project-based,4597.49,15,29,0.07,Declining,Positive,0,TRUE,0.48,-0.1,0
1817,Cloudify Solutions,Construction,IN,Large,New,One-time,3056.71,45,40,0.53,Stable,Negative,2,TRUE,0.42,-0.22,1
1818,BioPure Chemicals,Construction,DE,Small,Returning,One-time,9782.86,60,21,0.27,Improving,Positive,4,TRUE,0.57,-0.32,0
1819,MetroLine Construction,Finance,FR,Small,New,Project-based,882.45,30,22,0.43,Declining,Positive,5,TRUE,0.57,-0.24,0
1820,PayPro Financials,Education,PK,Small,New,Project-based,8238.5,15,35,0.6,Improving,Negative,0,FALSE,0.7,0.07,1
1821,EduSmart Solutions,Education,IN,Large,Returning,Recurring,8805.24,15,70,0.42,Improving,Negative,4,FALSE,0.36,0.4,1
1822,SkyHigh Builders,Retail,PK,Medium,Returning,Recurring,4080.98,45,33,0.45,Declining,Positive,2,TRUE,0.39,-0.32,1
1823,SkyWare Systems,IT Services,US,Medium,New,Recurring,9286.12,30,15,0.2,Stable,Positive,2,FALSE,0.5,-0.23,0
1824,BluePeak Insurance,Finance,UK,Medium,Returning,Recurring,5605.46,60,56,0.66,Improving,Negative,3,TRUE,0.86,-0.19,1
1825,NovaFoods,Education,US,Medium,Returning,Project-based,4887.61,60,40,0.23,Improving,Positive,0,TRUE,0.53,-0.62,1
1826,CityNet Communications,Construction,US,Large,New,Recurring,4990.11,60,24,0.3,Stable,Positive,1,FALSE,0.89,-0.91,0
1827,UrbanMove Transport,Healthcare,FR,Large,Returning,Recurring,6896.09,15,33,0.17,Improving,Negative,0,TRUE,0.48,0.41,1
1828,AutoFix Mechanics,Healthcare,PK,Medium,Returning,Recurring,1616.84,60,30,0.19,Declining,Positive,0,FALSE,0.66,0.22,0
1829,AutoDrive Technologies,IT Services,PK,Small,New,One-time,8839.18,15,36,0.33,Declining,Negative,3,TRUE,0.6,0.17,1
1830,AgriGrow Foods,Construction,PK,Large,Returning,Project-based,4894.54,15,46,0.37,Stable,Negative,5,FALSE,0.4,-0.48,1
1831,CloudNova,Manufacturing,PK,Large,Returning,One-time,7622.02,15,43,0.12,Stable,Negative,3,TRUE,0.71,0.96,1
1832,GreenWorks Ltd,Manufacturing,PK,Medium,Returning,One-time,6102.77,45,44,0.31,Stable,Negative,1,FALSE,0.3,-0.69,1
1833,EcoWare Packaging,Finance,IN,Large,New,Project-based,6321.06,30,20,0.3,Improving,Positive,0,FALSE,0.61,-0.22,0
1834,BlueWave Analytics,Healthcare,DE,Large,New,One-time,2957.46,15,42,0.35,Stable,Negative,4,FALSE,0.5,0.3,1
1835,MediCore Systems,IT Services,FR,Large,New,Project-based,2849.96,30,5,0.4,Stable,Positive,3,TRUE,0.51,-0.63,0
1836,ShopWise Market,Construction,PK,Small,Returning,Project-based,1304.19,15,18,0.04,Stable,Positive,1,FALSE,0.44,-0.28,0
1837,OmniTrade Co,Retail,US,Medium,Returning,Recurring,3171.53,30,46,0.85,Declining,Positive,3,TRUE,0.72,0.87,1
1838,AutoMotion,IT Services,UK,Large,Returning,One-time,4561.21,60,28,0.74,Improving,Negative,1,TRUE,0.83,0.51,0
1839,SmartEdu Academy,Finance,IN,Large,Returning,One-time,3095.82,15,85,0.89,Stable,Negative,1,TRUE,0.4,-0.67,1
1840,MobiLink,Retail,DE,Medium,New,One-time,5259,45,37,0.95,Declining,Positive,2,FALSE,0.86,-0.18,1
1841,Meditech Labs,Retail,US,Large,New,Project-based,6783.22,15,66,0.92,Declining,Positive,4,FALSE,0.81,0.01,1
1842,EcoWare Packaging,IT Services,DE,Small,New,Recurring,7393.88,30,67,0.84,Stable,Negative,3,FALSE,0.79,0.3,1
1843,ClearPath Consulting,Manufacturing,IE,Medium,New,Recurring,4160.35,15,45,0.81,Declining,Negative,5,FALSE,0.78,-0.06,1
1844,EcoPlus Packaging,Retail,US,Medium,Returning,One-time,8889.73,30,39,0.21,Declining,Negative,4,TRUE,0.5,-0.1,1
1845,BrightLine Transport,Retail,UK,Medium,New,Project-based,7250.87,15,40,0.88,Declining,Positive,2,TRUE,0.41,0.32,1
1846,BrightPay,Construction,PK,Large,New,Project-based,7346.43,30,14,0.04,Declining,Positive,1,FALSE,0.82,-0.06,0
1847,ShopWise Market,Retail,IN,Large,Returning,Recurring,8743.47,60,37,0.3,Stable,Negative,3,TRUE,0.87,0.7,1
1848,ShopWise Market,Finance,UK,Small,Returning,One-time,1640.73,30,60,0.93,Improving,Negative,0,TRUE,0.44,0.89,1
1849,SolarTech Energy,Finance,UK,Large,Returning,One-time,635.26,30,45,0.84,Stable,Positive,4,TRUE,0.82,0.84,1
1850,AutoZone Motors,IT Services,FR,Medium,New,Project-based,9301.83,45,56,0.89,Declining,Negative,1,TRUE,0.64,-0.11,1
1851,AutoWorld Services,IT Services,FR,Medium,New,Project-based,78.91,15,16,0.38,Improving,Positive,4,FALSE,0.74,-0.01,0
1852,SkyWare Systems,Retail,IE,Medium,New,One-time,4633.7,60,57,0.4,Improving,Negative,2,TRUE,0.39,-0.53,1
1853,AutoWorld Services,IT Services,US,Medium,Returning,One-time,9245.76,30,43,0.72,Improving,Negative,4,FALSE,0.68,0.99,1
1854,AutoDrive Technologies,Healthcare,PK,Large,Returning,Project-based,3311.61,30,25,0.17,Declining,Positive,0,FALSE,0.47,-0.02,0
1855,UrbanGrid Builders,Finance,US,Large,Returning,One-time,4773.51,15,36,0.49,Declining,Positive,1,FALSE,0.52,0.16,1
1856,MediServe Diagnostics,Education,FR,Medium,New,Recurring,8488.93,15,42,0.23,Stable,Negative,2,FALSE,0.56,0.56,1
1857,BrightPay,Construction,US,Large,Returning,Recurring,3497.07,15,15,0.65,Stable,Positive,3,TRUE,0.34,0.21,0
1858,DataMatrix IT,Finance,DE,Small,New,Recurring,8319.6,45,49,0.53,Stable,Negative,0,TRUE,0.51,-0.73,1
1859,BuildMax Engineering,Retail,IE,Small,New,Recurring,8707.61,45,0,0.15,Stable,Positive,1,FALSE,0.89,0.92,0
1860,ShopWise Market,Construction,PK,Large,New,Project-based,6600.21,45,42,0.1,Declining,Negative,0,FALSE,0.88,-0.11,1
1861,MegaMart Group,Education,US,Small,New,Project-based,989.92,60,56,0.95,Declining,Negative,1,FALSE,0.35,0.69,1
1862,AutoParts Depot,Finance,UK,Medium,New,One-time,7280.35,15,28,0.66,Stable,Positive,4,FALSE,0.35,-0.24,0
1863,CityHealth Hospitals,IT Services,UK,Large,New,Recurring,5681.82,60,37,0.85,Improving,Positive,0,FALSE,0.34,0.2,1
1864,BlueStone Retail,Retail,UK,Large,New,Project-based,1756.57,45,46,0.91,Declining,Positive,5,FALSE,0.62,0.87,1
1865,MobiLink,IT Services,FR,Small,New,Project-based,9138.44,45,49,0.98,Improving,Positive,3,TRUE,0.6,0.26,1
1866,FreshLeaf Organics,Retail,FR,Medium,Returning,One-time,3239.77,45,51,0.84,Declining,Negative,2,FALSE,0.67,0.08,1
1867,CloudWorks Ltd,Retail,UK,Large,New,Recurring,1104.86,60,18,0.19,Improving,Negative,2,FALSE,0.3,0.81,0
1868,Omega Manufacturing,Manufacturing,US,Medium,New,One-time,1373.74,30,37,0.75,Improving,Positive,3,FALSE,0.32,-0.43,1
1869,SmartEdu Academy,Education,DE,Medium,New,One-time,6435.43,15,48,0.23,Stable,Negative,5,TRUE,0.48,0.24,1
1870,UrbanMove Transport,Healthcare,FR,Large,Returning,Project-based,1860,45,18,0.54,Stable,Positive,4,FALSE,0.86,0.89,0
1871,MediCore Systems,Retail,IE,Large,Returning,Project-based,8663.27,45,60,0.09,Improving,Negative,1,TRUE,0.76,0.86,1
1872,BrightPay,Manufacturing,FR,Large,New,One-time,8241.76,30,46,0.17,Declining,Negative,3,TRUE,0.52,0.24,1
1873,BrightEdge AI,Construction,FR,Large,Returning,Project-based,7164.29,60,30,0.16,Declining,Negative,4,FALSE,0.32,-0.89,0
1874,AutoWorld Services,IT Services,PK,Large,Returning,Project-based,3123.72,30,23,0.68,Declining,Positive,3,FALSE,0.74,-0.87,0
1875,SmartEdu Academy,Retail,US,Large,New,Recurring,9960.9,45,47,0.55,Stable,Negative,1,TRUE,0.38,0.59,1
1876,TransWorld Freight,Manufacturing,IN,Medium,Returning,Recurring,4755.57,15,48,0.38,Declining,Negative,3,FALSE,0.61,-0.58,1
1877,HealthPlus Pharma,Manufacturing,FR,Large,Returning,Project-based,8946,30,48,0.82,Improving,Negative,0,FALSE,0.52,-0.74,1
1878,EduPro Learning,Manufacturing,IN,Medium,Returning,One-time,794.12,15,66,0.78,Improving,Negative,5,TRUE,0.85,-0.88,1
1879,EcoWare Packaging,Manufacturing,DE,Small,Returning,One-time,7990.77,30,19,0.72,Declining,Positive,0,TRUE,0.62,-0.42,0
1880,BrightLine Transport,Manufacturing,UK,Small,Returning,Project-based,3227.52,30,33,0.07,Improving,Positive,2,TRUE,0.87,0.89,1
1881,StreamTech,IT Services,IN,Large,New,One-time,8997.41,45,39,0.43,Declining,Negative,1,FALSE,0.86,-0.05,1
1882,BrightPay,Retail,US,Medium,New,Project-based,1404.32,15,39,0.24,Stable,Positive,2,TRUE,0.8,0.92,1
1883,OmniCare Health,Retail,IN,Medium,New,Recurring,5189,60,36,0.53,Stable,Positive,0,FALSE,0.33,-0.47,1
1884,PowerGrid Utilities,Finance,DE,Large,Returning,One-time,57.32,30,18,0.26,Improving,Positive,2,FALSE,0.48,0.27,0
1885,CloudNova,Healthcare,PK,Medium,New,Recurring,7790.19,30,54,0.06,Declining,Negative,1,TRUE,0.62,-0.9,1
1886,PowerGrid Utilities,Education,FR,Large,New,One-time,6508.37,30,39,0.22,Improving,Positive,1,TRUE,0.44,0.49,1
1887,ClearPath Consulting,Retail,IE,Large,New,One-time,3538.54,60,50,0.78,Declining,Positive,5,TRUE,0.85,0.25,1
1888,EcoWare Packaging,Manufacturing,PK,Medium,New,Project-based,2424.56,15,56,0.64,Improving,Negative,5,TRUE,0.84,0.57,1
1889,AgriFlow,Healthcare,DE,Medium,New,Recurring,7421.52,45,44,0.06,Improving,Negative,1,TRUE,0.73,-0.21,1
1890,SmartBank,Manufacturing,FR,Large,Returning,Recurring,4635.46,30,56,0.35,Stable,Negative,1,TRUE,0.83,-0.01,1
1891,PeakFinance,Retail,FR,Small,Returning,Recurring,3404.82,15,47,0.56,Improving,Negative,5,FALSE,0.75,-0.27,1
1892,TradeLink Exports,IT Services,IE,Small,Returning,Recurring,1856.24,60,17,0.12,Stable,Positive,2,TRUE,0.81,-0.47,0
1893,EcoVision Solar,Healthcare,IN,Large,New,One-time,3265.62,30,21,0.1,Stable,Positive,0,FALSE,0.53,-0.68,0
1894,BlueStone Retail,Construction,PK,Medium,New,Recurring,2311.88,15,40,0.03,Declining,Negative,4,FALSE,0.5,-0.92,1
1895,CityHealth Hospitals,Construction,US,Large,Returning,Recurring,7062.68,30,62,0.41,Declining,Negative,2,TRUE,0.38,-0.74,1
1896,TradeLink Exports,Retail,FR,Small,Returning,Recurring,7310.32,30,44,0.42,Improving,Negative,3,TRUE,0.49,0.43,1
